surveyId,fold,country,spatial_block,matched_v29_f1,v30_f1,delta_f1,true_cardinality,predicted_cardinality
1844089,0,Denmark,+055:+009,0.41025641025641024,0.37209302325581395,-0.038163387000596294,24,19
1844209,0,Denmark,+057:+011,0.5333333333333333,0.5,-0.033333333333333326,7,9
1844403,0,Denmark,+056:+010,0.0,0.1111111111111111,0.1111111111111111,4,14
1844526,0,Denmark,+056:+010,0.5882352941176471,0.5714285714285714,-0.01680672268907568,20,15
1844855,0,Netherlands,+052:+007,0.5882352941176471,0.5714285714285714,-0.01680672268907568,9,12
1845265,0,Denmark,+055:+009,0.3508771929824561,0.3389830508474576,-0.011894142134998509,38,21
1845307,0,France,+047:+004,0.68,0.68,0.0,27,23
1845564,0,Netherlands,+051:+004,0.43333333333333335,0.3508771929824561,-0.08245614035087723,33,24
1845653,0,France,+045:+004,0.41025641025641024,0.4090909090909091,-0.001165501165501126,22,22
1845756,0,Denmark,+055:+009,0.4375,0.4827586206896552,0.045258620689655193,8,21
1845765,0,Netherlands,+051:+004,0.4444444444444444,0.36363636363636365,-0.08080808080808077,9,13
1845776,0,Denmark,+055:+009,0.2702702702702703,0.2631578947368421,-0.007112375533428195,20,18
1846225,0,Denmark,+055:+009,0.4,0.4117647058823529,0.0117647058823529,12,22
1846277,0,Netherlands,+051:+004,0.38461538461538464,0.43478260869565216,0.050167224080267525,6,17
1846717,0,Denmark,+055:+009,0.2926829268292683,0.41025641025641024,0.11757348342714197,21,18
1846721,0,Denmark,+055:+009,0.7692307692307693,0.7407407407407407,-0.028490028490028574,12,15
1846917,0,Poland,+051:+016,0.4827586206896552,0.45901639344262296,-0.023742227247032233,29,32
1847057,0,Denmark,+056:+010,0.22857142857142856,0.22857142857142856,0.0,17,18
1847202,0,Belgium,+051:+004,0.1111111111111111,0.1,-0.0111111111111111,3,17
1847516,0,Denmark,+055:+009,0.24242424242424243,0.25,0.007575757575757569,16,16
1847705,0,France,+045:+004,0.5,0.5106382978723404,0.010638297872340385,26,21
1847806,0,Denmark,+055:+009,0.2926829268292683,0.2926829268292683,0.0,23,18
1848282,0,Netherlands,+053:+004,0.125,0.19047619047619047,0.06547619047619047,8,13
1848585,0,Denmark,+056:+010,0.3684210526315789,0.4444444444444444,0.07602339181286549,18,18
1848644,0,Denmark,+055:+009,0.3225806451612903,0.375,0.052419354838709686,13,19
1848751,0,Netherlands,+051:+004,0.42857142857142855,0.47058823529411764,0.04201680672268909,4,13
1848938,0,France,+047:+004,0.5652173913043478,0.5957446808510638,0.03052728954671602,24,23
1849302,0,France,+044:+004,0.39215686274509803,0.375,-0.017156862745098034,28,20
1849398,0,France,+048:+002,0.15384615384615385,0.14285714285714285,-0.010989010989011005,14,14
1849456,0,Denmark,+055:+009,0.3125,0.35294117647058826,0.04044117647058826,17,17
1849700,0,Denmark,+055:+009,0.29411764705882354,0.24242424242424243,-0.05169340463458111,13,20
1850039,0,Denmark,+056:+010,0.27586206896551724,0.3125,0.03663793103448276,12,20
1850150,0,France,+050:+001,0.5185185185185185,0.4666666666666667,-0.051851851851851816,13,17
1850216,0,Netherlands,+051:+004,0.05714285714285714,0.05405405405405406,-0.003088803088803084,17,20
1850753,0,Denmark,+055:+009,0.631578947368421,0.5714285714285714,-0.06015037593984962,7,14
1850815,0,Netherlands,+051:+004,0.25,0.23529411764705882,-0.01470588235294118,3,14
1851303,0,Denmark,+057:+011,0.16,0.14814814814814814,-0.011851851851851863,9,18
1851741,0,France,+048:-002,0.35714285714285715,0.30303030303030304,-0.05411255411255411,18,15
1851848,0,France,+047:+000,0.41025641025641024,0.43902439024390244,0.028767979987492198,25,16
1852003,0,Denmark,+055:+009,0.7317073170731707,0.7894736842105263,0.05776636713735561,17,21
1852111,0,Denmark,+055:+009,0.45454545454545453,0.4888888888888889,0.03434343434343434,24,21
1852469,0,France,+047:+000,0.34285714285714286,0.3888888888888889,0.046031746031746035,20,16
1852667,0,Netherlands,+051:+004,0.07692307692307693,0.09090909090909091,0.013986013986013984,3,19
1852904,0,Netherlands,+051:+004,0.0,0.0,0.0,1,15
1853426,0,Denmark,+055:+009,0.18181818181818182,0.17391304347826086,-0.007905138339920958,25,21
1853592,0,France,+044:+003,0.2,0.2857142857142857,0.08571428571428569,5,16
1853603,0,France,+048:-002,0.5,0.5185185185185185,0.01851851851851849,13,14
1853646,0,Denmark,+055:+009,0.5,0.5,0.0,13,19
1853862,0,Denmark,+056:+010,0.16666666666666666,0.1702127659574468,0.003546099290780147,22,25
1853960,0,Denmark,+055:+009,0.2857142857142857,0.2857142857142857,0.0,9,19
1853994,0,Denmark,+055:+009,0.5,0.5116279069767442,0.011627906976744207,23,20
1854055,0,Denmark,+055:+009,0.3225806451612903,0.3333333333333333,0.010752688172043001,8,22
1854194,0,Denmark,+056:+010,0.5416666666666666,0.5217391304347826,-0.019927536231884035,24,22
1854888,0,Belgium,+051:+004,0.34782608695652173,0.3076923076923077,-0.04013377926421402,7,19
1854890,0,Netherlands,+051:+004,0.5,0.5333333333333333,0.033333333333333326,11,19
1855514,0,Belgium,+051:+004,0.32558139534883723,0.24390243902439024,-0.081678956324447,21,20
1855765,0,Denmark,+055:+009,0.5,0.48,-0.020000000000000018,9,16
1856209,0,France,+048:+004,0.5581395348837209,0.5333333333333333,-0.024806201550387597,24,21
1856465,0,Denmark,+056:+010,0.3157894736842105,0.21621621621621623,-0.09957325746799428,14,23
1857187,0,Denmark,+055:+009,0.25,0.3902439024390244,0.1402439024390244,24,17
1857705,0,Denmark,+055:+009,0.4888888888888889,0.4444444444444444,-0.04444444444444445,30,15
1858361,0,France,+044:+004,0.3076923076923077,0.3888888888888889,0.08119658119658119,19,17
1858609,0,Denmark,+055:+009,0.2777777777777778,0.2702702702702703,-0.007507507507507505,22,15
1859136,0,Denmark,+055:+009,0.375,0.36363636363636365,-0.011363636363636354,14,19
1859156,0,Netherlands,+051:+004,0.18867924528301888,0.2413793103448276,0.052700065061808715,41,17
1859170,0,Denmark,+055:+009,0.5714285714285714,0.5555555555555556,-0.015873015873015817,20,16
1859188,0,Denmark,+055:+009,0.17142857142857143,0.21621621621621623,0.0447876447876448,15,22
1859402,0,Denmark,+055:+009,0.5116279069767442,0.5454545454545454,0.03382663847780121,22,22
1859719,0,Denmark,+055:+009,0.18181818181818182,0.21428571428571427,0.03246753246753245,11,17
1859860,0,Denmark,+055:+009,0.375,0.42424242424242425,0.049242424242424254,13,20
1860172,0,Italy,+046:+011,0.0,0.15384615384615385,0.15384615384615385,11,28
1860707,0,Denmark,+055:+009,0.5,0.4878048780487805,-0.012195121951219523,20,21
1860767,0,Denmark,+055:+009,0.4,0.4090909090909091,0.009090909090909094,24,20
1861228,0,Denmark,+055:+009,0.6111111111111112,0.5789473684210527,-0.032163742690058506,19,19
1861479,0,Denmark,+055:+009,0.4878048780487805,0.5853658536585366,0.09756097560975607,23,18
1861764,0,Belgium,+051:+004,0.38095238095238093,0.34782608695652173,-0.0331262939958592,6,17
1861977,0,Denmark,+055:+009,0.3225806451612903,0.45714285714285713,0.13456221198156681,18,17
1862033,0,Denmark,+056:+010,0.4482758620689655,0.4444444444444444,-0.003831417624521105,32,22
1862239,0,Denmark,+055:+009,0.45161290322580644,0.4666666666666667,0.015053763440860235,11,19
1862356,0,France,+044:+004,0.26865671641791045,0.24615384615384617,-0.02250287026406428,38,27
1862358,0,Belgium,+051:+004,0.0,0.0,0.0,3,16
1862464,0,Denmark,+055:+009,0.125,0.0625,-0.0625,15,17
1862556,0,Denmark,+055:+009,0.0,0.0,0.0,12,14
1862615,0,Denmark,+056:+010,0.4,0.5555555555555556,0.15555555555555556,21,15
1862625,0,Denmark,+055:+009,0.3684210526315789,0.3783783783783784,0.009957325746799472,15,22
1862844,0,Netherlands,+053:+004,0.0,0.125,0.125,4,12
1863043,0,Denmark,+055:+009,0.32653061224489793,0.35294117647058826,0.026410564225690325,32,19
1863045,0,France,+045:+000,0.6666666666666666,0.7317073170731707,0.06504065040650409,22,19
1863144,0,France,+044:+003,0.25,0.22857142857142856,-0.021428571428571436,16,19
1863892,0,Denmark,+056:+010,0.12903225806451613,0.13793103448275862,0.008898776418242493,7,22
1864173,0,France,+047:+000,0.42105263157894735,0.45454545454545453,0.033492822966507185,7,15
1864337,0,Montenegro,+042:+018,0.4090909090909091,0.3614457831325301,-0.047645125958379,48,35
1864387,0,Denmark,+055:+009,0.4,0.3333333333333333,-0.06666666666666671,10,14
1864735,0,France,+045:+004,0.49056603773584906,0.49056603773584906,0.0,34,19
1865274,0,Italy,+046:+010,0.1875,0.1694915254237288,-0.018008474576271194,30,29
1865430,0,France,+045:+004,0.47058823529411764,0.5161290322580645,0.04554079696394686,12,19
1865556,0,France,+047:+000,0.3181818181818182,0.27906976744186046,-0.039112050739957716,24,19
1865934,0,Germany,+052:+007,0.12903225806451613,0.12903225806451613,0.0,16,15
1866434,0,Netherlands,+051:+004,0.14634146341463414,0.14285714285714285,-0.0034843205574912883,24,18
1866792,0,Denmark,+055:+009,0.509090909090909,0.4727272727272727,-0.03636363636363632,34,21
1868247,0,Italy,+038:+015,0.16666666666666666,0.16666666666666666,0.0,3,21
1868262,0,Germany,+052:+007,0.4444444444444444,0.4,-0.0444444444444444,7,13
1868324,0,Netherlands,+051:+004,0.0,0.0,0.0,3,22
1868497,0,Denmark,+056:+010,0.2962962962962963,0.41379310344827586,0.11749680715197958,13,16
1868557,0,Denmark,+055:+009,0.47619047619047616,0.5,0.023809523809523836,22,22
1868838,0,France,+044:+004,0.5,0.41379310344827586,-0.08620689655172414,12,17
1868997,0,Denmark,+055:+009,0.41379310344827586,0.3448275862068966,-0.06896551724137928,12,17
1869260,0,Denmark,+055:+009,0.2857142857142857,0.32558139534883723,0.039867109634551534,25,18
1869282,0,Denmark,+055:+009,0.4,0.46511627906976744,0.06511627906976741,27,16
1869739,0,Austria,+047:+014,0.55,0.46511627906976744,-0.08488372093023261,16,27
1869924,0,Netherlands,+051:+004,0.11764705882352941,0.1111111111111111,-0.006535947712418305,3,15
1869967,0,Denmark,+055:+009,0.43902439024390244,0.42857142857142855,-0.010452961672473893,23,19
1870470,0,France,+047:+004,0.6976744186046512,0.6829268292682927,-0.014747589336358446,20,21
1870922,0,Netherlands,+051:+004,0.2926829268292683,0.2727272727272727,-0.019955654101995568,28,16
1871404,0,Denmark,+056:+010,0.21052631578947367,0.22857142857142856,0.018045112781954892,12,23
1871740,0,Denmark,+056:+010,0.5714285714285714,0.5517241379310345,-0.019704433497536922,12,17
1871786,0,Poland,+053:+018,0.0975609756097561,0.1702127659574468,0.0726517903476907,25,22
1871968,0,Italy,+038:+015,0.09090909090909091,0.09090909090909091,0.0,3,19
1872362,0,Denmark,+055:+009,0.782608695652174,0.7692307692307693,-0.013377926421404673,14,12
1872413,0,Denmark,+055:+009,0.3888888888888889,0.41025641025641024,0.021367521367521347,20,19
1872494,0,Denmark,+055:+009,0.4,0.38095238095238093,-0.01904761904761909,7,14
1872517,0,France,+050:+001,0.13793103448275862,0.12903225806451613,-0.008898776418242493,13,18
1872535,0,Belgium,+051:+004,0.11764705882352941,0.1,-0.017647058823529405,3,17
1872593,0,France,+048:-002,0.5263157894736842,0.45454545454545453,-0.07177033492822965,9,13
1872810,0,Denmark,+055:+009,0.36363636363636365,0.36363636363636365,0.0,9,24
1873089,0,Italy,+046:+010,0.07407407407407407,0.07407407407407407,0.0,7,20
1873458,0,Netherlands,+051:+004,0.27450980392156865,0.3404255319148936,0.06591572799332496,25,22
1873508,0,Denmark,+055:+009,0.35,0.3333333333333333,-0.016666666666666663,23,19
1874077,0,Denmark,+055:+009,0.25,0.29411764705882354,0.04411764705882354,15,19
1874115,0,Denmark,+056:+010,0.7272727272727273,0.64,-0.08727272727272728,12,13
1874234,0,Denmark,+055:+009,0.5263157894736842,0.5263157894736842,0.0,21,17
1874237,0,Denmark,+055:+009,0.3333333333333333,0.3333333333333333,0.0,9,15
1874769,0,France,+048:+004,0.5217391304347826,0.5106382978723404,-0.011100832562442209,25,22
1875003,0,Denmark,+055:+009,0.6274509803921569,0.56,-0.0674509803921568,29,21
1875376,0,Denmark,+056:+010,0.36363636363636365,0.375,0.011363636363636354,10,22
1875762,0,Denmark,+055:+009,0.4878048780487805,0.4878048780487805,0.0,22,19
1875895,0,Denmark,+055:+009,0.35294117647058826,0.3783783783783784,0.02543720190779014,17,20
1875995,0,Denmark,+055:+009,0.28,0.3111111111111111,0.03111111111111109,21,24
1876191,0,France,+045:+000,0.13333333333333333,0.125,-0.008333333333333331,12,20
1876341,0,Denmark,+055:+009,0.48484848484848486,0.4117647058823529,-0.07308377896613194,15,19
1876562,0,Belgium,+051:+004,0.35,0.4090909090909091,0.05909090909090914,30,14
1876601,0,Netherlands,+051:+004,0.1,0.09090909090909091,-0.009090909090909094,7,15
1876661,0,Denmark,+055:+009,0.25,0.2631578947368421,0.01315789473684209,16,22
1876889,0,Denmark,+056:+010,0.3870967741935484,0.48484848484848486,0.09775171065493649,14,19
1877245,0,France,+048:-001,0.72,0.6666666666666666,-0.053333333333333344,15,12
1877387,0,Denmark,+056:+010,0.20689655172413793,0.25,0.04310344827586207,15,17
1877450,0,Denmark,+056:+010,0.26666666666666666,0.25,-0.016666666666666663,18,14
1877572,0,Denmark,+055:+009,0.3684210526315789,0.358974358974359,-0.009446693657219951,25,14
1877617,0,Denmark,+055:+009,0.37037037037037035,0.45161290322580644,0.08124253285543609,11,20
1877656,0,Netherlands,+053:+004,0.56,0.5185185185185185,-0.041481481481481564,12,15
1878766,0,Netherlands,+051:+004,0.0,0.0,0.0,4,16
1878776,0,Denmark,+055:+009,0.509090909090909,0.509090909090909,0.0,35,20
1879174,0,Denmark,+055:+009,0.5,0.4444444444444444,-0.05555555555555558,14,22
1879262,0,Denmark,+056:+010,0.43902439024390244,0.3902439024390244,-0.04878048780487804,18,23
1879608,0,Denmark,+055:+009,0.6086956521739131,0.5833333333333334,-0.025362318840579712,9,15
1879752,0,Netherlands,+051:+004,0.11428571428571428,0.11764705882352941,0.003361344537815128,5,29
