surveyId,country,spatial_block,matched_v27_f1,v29_f1,delta_f1,true_cardinality,predicted_cardinality
1945537,Denmark,+054:+009,0.45161290322580644,0.4827586206896552,0.031145717463848754,9,20
1946469,Denmark,+055:+009,0.29411764705882354,0.4,0.10588235294117648,12,23
1947211,Denmark,+055:+009,0.19607843137254902,0.2608695652173913,0.06479113384484228,28,18
1947358,Denmark,+055:+009,0.41379310344827586,0.46153846153846156,0.04774535809018571,7,19
1948400,Slovenia,+046:+013,0.09090909090909091,0.0,-0.09090909090909091,3,15
1951608,France,+044:-001,0.5714285714285714,0.6,0.02857142857142858,6,14
1951628,Denmark,+055:+009,0.2962962962962963,0.1875,-0.10879629629629628,10,22
1954449,Denmark,+055:+009,0.2631578947368421,0.4,0.13684210526315793,18,17
1956569,Denmark,+055:+009,0.3939393939393939,0.4,0.0060606060606061,43,22
1958303,Germany,+054:+009,0.34782608695652173,0.4444444444444444,0.09661835748792269,4,14
1960677,Germany,+054:+009,0.4444444444444444,0.5,0.05555555555555558,9,11
1964248,Denmark,+055:+009,0.20689655172413793,0.3448275862068966,0.13793103448275865,7,22
1964544,France,+043:+007,0.18604651162790697,0.13636363636363635,-0.04968287526427062,21,23
1968347,Denmark,+054:+009,0.0,0.0,0.0,13,22
1968399,France,+044:-001,0.3,0.3,0.0,3,17
1970266,Denmark,+055:+009,0.24242424242424243,0.2702702702702703,0.027846027846027854,12,25
1971230,France,+046:+006,0.2727272727272727,0.24,-0.032727272727272716,20,30
1974580,Poland,+054:+017,0.625,0.5185185185185185,-0.10648148148148151,24,30
1978047,France,+044:+000,0.43902439024390244,0.5,0.06097560975609756,18,26
1983474,Denmark,+055:+009,0.2926829268292683,0.3684210526315789,0.07573812580231065,20,18
1983643,Denmark,+055:+009,0.5161290322580645,0.5161290322580645,0.0,15,16
1985541,Denmark,+055:+009,0.45714285714285713,0.5185185185185185,0.06137566137566136,13,14
1986545,Denmark,+055:+009,0.4,0.3333333333333333,-0.06666666666666671,14,22
1987026,Denmark,+055:+009,0.2564102564102564,0.2857142857142857,0.02930402930402931,22,20
1988310,Denmark,+054:+009,0.3870967741935484,0.7692307692307693,0.3821339950372209,14,12
1990110,Denmark,+055:+009,0.5217391304347826,0.5555555555555556,0.033816425120772986,8,10
1994060,Denmark,+054:+009,0.1875,0.32,0.1325,9,16
1994979,Denmark,+054:+009,0.3333333333333333,0.375,0.041666666666666685,11,21
1995674,Denmark,+055:+009,0.2857142857142857,0.38095238095238093,0.09523809523809523,16,26
1996676,Italy,+040:+013,0.08695652173913043,0.10810810810810811,0.021151586368977682,6,31
1997078,Poland,+054:+017,0.6274509803921569,0.4727272727272727,-0.15472370766488414,28,27
1997309,Denmark,+055:+009,0.20689655172413793,0.2962962962962963,0.08939974457215835,11,16
1997641,France,+044:+000,0.3181818181818182,0.391304347826087,0.0731225296442688,21,25
2004434,Denmark,+055:+009,0.5416666666666666,0.5238095238095238,-0.017857142857142794,24,18
2004724,Denmark,+055:+009,0.5,0.7272727272727273,0.2272727272727273,18,15
2005491,France,+044:+006,0.15384615384615385,0.20408163265306123,0.050235478806907374,17,32
2006836,Denmark,+055:+009,0.5,0.46511627906976744,-0.034883720930232565,18,25
2007487,Poland,+054:+017,0.5833333333333334,0.34375,-0.23958333333333337,24,40
2011051,Poland,+054:+017,0.7272727272727273,0.6530612244897959,-0.07421150278293143,23,26
2013932,France,+044:-001,0.5,0.7777777777777778,0.2777777777777778,8,10
2016152,Denmark,+055:+009,0.34285714285714286,0.3684210526315789,0.025563909774436067,13,25
2016609,Poland,+054:+017,0.5306122448979592,0.46153846153846156,-0.06907378335949765,22,30
2019429,France,+044:+006,0.29213483146067415,0.30303030303030304,0.01089547156962889,63,36
2021945,Denmark,+054:+009,0.4375,0.4375,0.0,15,17
2024591,Denmark,+054:+009,0.21052631578947367,0.17391304347826086,-0.03661327231121281,5,18
2024724,Slovakia,+048:+018,0.20833333333333334,0.09230769230769231,-0.11602564102564103,25,40
2026956,Denmark,+055:+009,0.16,0.4,0.24000000000000002,7,13
2032504,Denmark,+054:+009,0.46808510638297873,0.4878048780487805,0.019719771665801744,23,18
2032769,Denmark,+055:+009,0.4444444444444444,0.42857142857142855,-0.015873015873015872,5,9
2032908,Denmark,+054:+009,0.3888888888888889,0.42857142857142855,0.03968253968253965,13,15
2037330,France,+044:+006,0.47368421052631576,0.46511627906976744,-0.008567931456548328,17,26
2040348,Denmark,+055:+009,0.24242424242424243,0.30303030303030304,0.06060606060606061,10,23
2044901,France,+044:+000,0.4444444444444444,0.4444444444444444,0.0,8,28
2046024,Denmark,+055:+009,0.25,0.42105263157894735,0.17105263157894735,11,27
2046861,Denmark,+054:+009,0.2857142857142857,0.24242424242424243,-0.04329004329004327,8,25
2047874,Denmark,+054:+009,0.0,0.0,0.0,2,16
2047960,Denmark,+055:+009,0.16666666666666666,0.2631578947368421,0.09649122807017543,13,25
2048111,France,+044:-001,0.35714285714285715,0.35714285714285715,0.0,10,18
2051063,France,+044:+006,0.11428571428571428,0.0,-0.11428571428571428,11,19
2051315,Denmark,+055:+009,0.3076923076923077,0.3333333333333333,0.025641025641025605,9,15
2052072,Denmark,+055:+009,0.17647058823529413,0.1875,0.011029411764705871,18,14
2054681,Denmark,+055:+009,0.5882352941176471,0.48484848484848486,-0.10338680926916222,14,19
2056943,Denmark,+055:+009,0.14285714285714285,0.125,-0.01785714285714285,9,23
2057035,France,+043:+000,0.6363636363636364,0.6956521739130435,0.059288537549407105,20,26
2059266,Poland,+054:+017,0.5,0.4482758620689655,-0.051724137931034475,31,27
2064258,Denmark,+055:+009,0.5384615384615384,0.42857142857142855,-0.10989010989010989,10,18
2065553,Denmark,+054:+009,0.32653061224489793,0.5531914893617021,0.22666087711680422,26,21
2068217,Denmark,+055:+009,0.3333333333333333,0.5333333333333333,0.2,12,18
2070918,Denmark,+055:+009,0.4,0.3684210526315789,-0.031578947368421095,17,21
2072160,Denmark,+054:+009,0.0,0.0,0.0,9,20
2072734,Denmark,+055:+009,0.46511627906976744,0.4444444444444444,-0.020671834625323016,25,20
2072981,Italy,+040:+013,0.43243243243243246,0.2777777777777778,-0.15465465465465467,19,17
2073163,Norway,+059:+010,0.15384615384615385,0.045454545454545456,-0.1083916083916084,4,40
2076201,Denmark,+055:+009,0.5128205128205128,0.47058823529411764,-0.042232277526395134,19,15
2077589,Denmark,+055:+009,0.32432432432432434,0.2857142857142857,-0.038610038610038644,16,26
2078043,Denmark,+054:+009,0.1702127659574468,0.3076923076923077,0.1374795417348609,26,26
2078577,Denmark,+054:+009,0.5,0.4827586206896552,-0.017241379310344807,11,18
2083524,Denmark,+054:+009,0.46153846153846156,0.3076923076923077,-0.15384615384615385,10,16
2083659,Denmark,+055:+009,0.3333333333333333,0.45454545454545453,0.12121212121212122,8,14
2084035,Denmark,+054:+009,0.045454545454545456,0.05263157894736842,0.007177033492822962,24,14
2086613,Denmark,+055:+009,0.5,0.43243243243243246,-0.06756756756756754,16,21
2086616,France,+044:+006,0.2777777777777778,0.38095238095238093,0.10317460317460314,13,29
2087024,Denmark,+055:+009,0.42857142857142855,0.5925925925925926,0.164021164021164,13,14
2090500,Denmark,+055:+009,0.4444444444444444,0.5161290322580645,0.07168458781362008,15,16
2091166,Denmark,+055:+009,0.56,0.6666666666666666,0.10666666666666658,10,11
2091994,Denmark,+055:+009,0.36363636363636365,0.5555555555555556,0.19191919191919193,16,20
2092733,Denmark,+055:+009,0.6956521739130435,0.72,0.024347826086956514,11,14
2099360,Denmark,+055:+009,0.46153846153846156,0.47619047619047616,0.0146520146520146,17,25
2101101,France,+043:+007,0.21052631578947367,0.1509433962264151,-0.059582919563058584,30,23
2101291,Denmark,+055:+009,0.2727272727272727,0.2727272727272727,0.0,6,16
2105452,France,+048:+002,0.6086956521739131,0.5365853658536586,-0.07211028632025451,20,21
2106373,Denmark,+054:+009,0.20512820512820512,0.22857142857142856,0.023443223443223443,15,20
2110264,Denmark,+055:+009,0.625,0.5714285714285714,-0.0535714285714286,12,16
2110880,Denmark,+055:+009,0.6037735849056604,0.6086956521739131,0.004922067268252728,25,21
2113845,Denmark,+054:+009,0.42857142857142855,0.4,-0.028571428571428525,12,18
2118904,Denmark,+055:+009,0.4444444444444444,0.46153846153846156,0.017094017094017144,16,23
2120226,Denmark,+054:+009,0.2962962962962963,0.11764705882352941,-0.17864923747276687,9,25
2122255,Denmark,+054:+009,0.41379310344827586,0.631578947368421,0.21778584392014516,9,10
2123216,Denmark,+054:+009,0.13793103448275862,0.21621621621621623,0.07828518173345761,9,28
2125064,France,+048:+002,0.3333333333333333,0.3157894736842105,-0.017543859649122806,13,25
2125236,Denmark,+055:+009,0.5454545454545454,0.47058823529411764,-0.07486631016042777,10,24
2127949,Denmark,+055:+009,0.35294117647058826,0.35294117647058826,0.0,13,21
2127979,Denmark,+055:+009,0.2857142857142857,0.3333333333333333,0.047619047619047616,10,20
2128867,France,+044:-001,0.48,0.6666666666666666,0.18666666666666665,8,13
2130620,Denmark,+055:+009,0.09523809523809523,0.26666666666666666,0.17142857142857143,2,13
2137452,Denmark,+054:+009,0.3333333333333333,0.25,-0.08333333333333331,11,21
2137610,Denmark,+055:+009,0.36363636363636365,0.25,-0.11363636363636365,11,21
2138371,France,+048:+002,0.38095238095238093,0.46511627906976744,0.0841638981173865,17,26
2138432,France,+043:+007,0.49056603773584906,0.39285714285714285,-0.09770889487870621,33,23
2141616,Poland,+054:+017,0.07692307692307693,0.21428571428571427,0.13736263736263735,4,24
2142067,Denmark,+055:+009,0.4444444444444444,0.5,0.05555555555555558,16,20
2144967,Denmark,+055:+009,0.15789473684210525,0.21052631578947367,0.05263157894736842,15,23
2145974,France,+046:+006,0.6,0.5882352941176471,-0.0117647058823529,33,35
2146490,France,+043:+007,0.40625,0.4126984126984127,0.0064484126984126755,43,20
2147117,Denmark,+055:+009,0.4,0.38461538461538464,-0.015384615384615385,12,14
2149424,Denmark,+055:+009,0.5,0.6086956521739131,0.10869565217391308,11,12
2150052,Denmark,+055:+009,0.24242424242424243,0.35,0.10757575757575755,14,26
2150577,Denmark,+055:+009,0.5714285714285714,0.4827586206896552,-0.0886699507389162,10,19
2154513,Denmark,+055:+009,0.5490196078431373,0.4888888888888889,-0.06013071895424843,26,19
2166017,Denmark,+055:+009,0.42424242424242425,0.5517241379310345,0.12748171368861022,11,18
2167072,France,+046:+006,0.3728813559322034,0.36923076923076925,-0.003650586701434144,33,32
2177271,France,+044:-001,0.5454545454545454,0.6666666666666666,0.12121212121212122,6,12
2178715,Denmark,+055:+009,0.16666666666666666,0.18181818181818182,0.015151515151515166,12,21
2179027,Denmark,+054:+009,0.2222222222222222,0.26666666666666666,0.04444444444444445,27,18
2181635,Denmark,+055:+009,0.4878048780487805,0.4878048780487805,0.0,18,23
2183833,Denmark,+055:+009,0.14285714285714285,0.34782608695652173,0.20496894409937888,7,16
2185275,Denmark,+055:+009,0.2,0.4,0.2,10,20
2186595,France,+044:-001,0.5,0.6206896551724138,0.12068965517241381,13,16
2187327,Norway,+059:+010,0.0,0.0,0.0,14,23
2187713,Denmark,+055:+009,0.30303030303030304,0.27586206896551724,-0.0271682340647858,14,15
2188362,Denmark,+055:+009,0.16216216216216217,0.1935483870967742,0.03138622493461202,11,20
2192414,Denmark,+055:+009,0.391304347826087,0.5365853658536586,0.1452810180275716,22,19
2194147,Denmark,+055:+009,0.20689655172413793,0.23529411764705882,0.028397565922920892,10,24
2194974,Denmark,+055:+009,0.41509433962264153,0.44,0.024905660377358474,29,21
2195149,France,+044:+006,0.3389830508474576,0.4594594594594595,0.12047640861200187,34,40
2199254,Denmark,+055:+009,0.375,0.41379310344827586,0.038793103448275856,10,19
2202125,Poland,+054:+017,0.42857142857142855,0.5454545454545454,0.11688311688311687,9,13
2202345,France,+044:+006,0.4878048780487805,0.43478260869565216,-0.053022269353128315,18,28
2205843,Denmark,+054:+009,0.23076923076923078,0.45454545454545453,0.22377622377622375,9,13
2208740,Denmark,+055:+009,0.21428571428571427,0.08333333333333333,-0.13095238095238093,3,21
2209107,France,+044:-001,0.43478260869565216,0.5263157894736842,0.09153318077803202,7,12
2209138,Denmark,+055:+009,0.22857142857142856,0.2702702702702703,0.04169884169884172,13,24
2211057,Denmark,+055:+009,0.09090909090909091,0.10526315789473684,0.014354066985645925,6,13
2211428,Denmark,+054:+009,0.3870967741935484,0.3333333333333333,-0.05376344086021506,14,16
2213405,Denmark,+054:+009,0.4,0.4,0.0,12,18
2213468,Denmark,+055:+009,0.5,0.4878048780487805,-0.012195121951219523,22,19
2214833,Denmark,+055:+009,0.36363636363636365,0.3870967741935484,0.02346041055718473,17,14
2215251,Denmark,+055:+009,0.15789473684210525,0.30303030303030304,0.14513556618819778,17,16
2216075,Denmark,+055:+009,0.375,0.391304347826087,0.016304347826086973,26,20
2216160,Poland,+054:+017,0.4230769230769231,0.3333333333333333,-0.08974358974358976,27,39
2216208,Denmark,+055:+009,0.3333333333333333,0.27906976744186046,-0.054263565891472854,18,25
2218066,Denmark,+055:+009,0.5098039215686274,0.43478260869565216,-0.07502131287297525,28,18
2219537,France,+048:+002,0.32558139534883723,0.3684210526315789,0.042839657282741694,18,20
2224880,Denmark,+055:+009,0.5,0.4444444444444444,-0.05555555555555558,7,11
2225909,Denmark,+055:+009,0.38095238095238093,0.45454545454545453,0.0735930735930736,6,16
2227070,Denmark,+054:+009,0.06060606060606061,0.06666666666666667,0.006060606060606058,11,19
2227866,Denmark,+055:+009,0.5,0.5,0.0,16,16
2228259,Denmark,+055:+009,0.36363636363636365,0.36363636363636365,0.0,10,23
2235148,Denmark,+054:+009,0.4375,0.5185185185185185,0.08101851851851849,11,16
2236835,France,+042:+000,0.3673469387755102,0.3333333333333333,-0.03401360544217691,29,37
2238319,Denmark,+055:+009,0.2857142857142857,0.26666666666666666,-0.019047619047619035,10,20
2243272,Denmark,+055:+009,0.6181818181818182,0.6153846153846154,-0.002797202797202747,29,23
2248753,Denmark,+054:+009,0.18181818181818182,0.1568627450980392,-0.02495543672014261,16,35
2250431,Denmark,+055:+009,0.4864864864864865,0.5294117647058824,0.042925278219395846,17,17
2250539,France,+043:+000,0.4186046511627907,0.32,-0.09860465116279071,23,27
2250652,Denmark,+055:+009,0.35,0.42105263157894735,0.07105263157894737,17,21
2252697,Denmark,+055:+009,0.47368421052631576,0.3870967741935484,-0.08658743633276739,20,11
2253309,Denmark,+055:+009,0.43902439024390244,0.41025641025641024,-0.028767979987492198,16,23
2255958,France,+044:+006,0.358974358974359,0.3137254901960784,-0.04524886877828055,19,32
2256122,Denmark,+055:+009,0.3333333333333333,0.43243243243243246,0.09909909909909914,14,23
2257369,Denmark,+055:+009,0.2926829268292683,0.16666666666666666,-0.12601626016260162,20,16
2259084,Denmark,+055:+009,0.4090909090909091,0.5581395348837209,0.1490486257928118,20,23
2259757,Denmark,+054:+009,0.3333333333333333,0.38095238095238093,0.047619047619047616,9,12
2261387,Italy,+042:+015,0.09090909090909091,0.11764705882352941,0.0267379679144385,2,15
2263087,Denmark,+055:+009,0.3333333333333333,0.36363636363636365,0.03030303030303033,17,16
2263857,France,+044:-001,0.42857142857142855,0.5517241379310345,0.12315270935960593,9,20
2265822,Italy,+040:+013,0.2564102564102564,0.35555555555555557,0.09914529914529918,22,23
2266020,Denmark,+055:+009,0.5,0.5217391304347826,0.021739130434782594,10,13
2266286,Denmark,+055:+009,0.14814814814814814,0.36363636363636365,0.2154882154882155,5,17
2266884,Poland,+052:+019,0.2857142857142857,0.3611111111111111,0.0753968253968254,34,38
2267797,Denmark,+054:+009,0.21428571428571427,0.2962962962962963,0.082010582010582,10,17
2270082,Denmark,+055:+009,0.06060606060606061,0.07142857142857142,0.010822510822510817,10,18
2270132,France,+048:+002,0.16666666666666666,0.18181818181818182,0.015151515151515166,4,18
2271919,Denmark,+055:+009,0.4166666666666667,0.36363636363636365,-0.05303030303030304,27,17
2273361,Denmark,+055:+009,0.07407407407407407,0.27586206896551724,0.20178799489144317,7,22
2273416,Denmark,+055:+009,0.5405405405405406,0.47058823529411764,-0.06995230524642293,19,15
2273906,Denmark,+055:+009,0.3333333333333333,0.42424242424242425,0.09090909090909094,14,19
2274385,Denmark,+055:+009,0.21428571428571427,0.4166666666666667,0.2023809523809524,11,13
2279788,Denmark,+055:+009,0.6060606060606061,0.5714285714285714,-0.03463203463203468,14,14
2279842,Denmark,+055:+009,0.27586206896551724,0.21428571428571427,-0.061576354679802964,7,21
2280394,Denmark,+055:+009,0.43243243243243246,0.4,-0.032432432432432434,17,18
2280962,Denmark,+055:+009,0.3333333333333333,0.3870967741935484,0.05376344086021506,14,17
2286558,Denmark,+054:+009,0.38461538461538464,0.6363636363636364,0.2517482517482517,8,14
2289950,Denmark,+055:+009,0.3125,0.4,0.08750000000000002,11,24
2291727,Denmark,+055:+009,0.2608695652173913,0.3333333333333333,0.07246376811594202,8,10
2291983,Denmark,+055:+009,0.19047619047619047,0.21052631578947367,0.020050125313283207,20,18
2297824,Italy,+042:+015,0.17391304347826086,0.32,0.14608695652173914,6,19
2299686,Denmark,+055:+009,0.11428571428571428,0.2222222222222222,0.10793650793650793,17,19
2301298,France,+044:+000,0.21428571428571427,0.24242424242424243,0.028138528138528157,9,24
2304079,Denmark,+055:+009,0.23809523809523808,0.21621621621621623,-0.021879021879021854,18,19
2304607,France,+044:+006,0.2978723404255319,0.3492063492063492,0.051334008780817286,23,40
2307210,Denmark,+055:+009,0.7222222222222222,0.5806451612903226,-0.1415770609318996,16,15
2308915,Denmark,+055:+009,0.40816326530612246,0.375,-0.03316326530612246,33,15
2310737,Denmark,+055:+009,0.3333333333333333,0.43478260869565216,0.10144927536231885,22,24
2310791,Denmark,+054:+009,0.36,0.4,0.040000000000000036,29,26
2310915,Denmark,+055:+009,0.32432432432432434,0.34285714285714286,0.018532818532818518,12,23
2312463,Denmark,+055:+009,0.4666666666666667,0.6666666666666666,0.19999999999999996,9,12
2313102,Denmark,+055:+009,0.25,0.5,0.25,13,11
2313974,Denmark,+055:+009,0.12121212121212122,0.125,0.0037878787878787845,13,19
2316122,Denmark,+055:+009,0.43243243243243246,0.4444444444444444,0.012012012012011963,14,22
2316440,Denmark,+055:+009,0.13333333333333333,0.18181818181818182,0.04848484848484849,9,24
2316709,Denmark,+055:+009,0.45714285714285713,0.3157894736842105,-0.14135338345864662,13,25
2316943,Slovenia,+046:+013,0.25,0.16,-0.09,13,12
2316955,Denmark,+055:+009,0.46153846153846156,0.5142857142857142,0.05274725274725267,20,15
2317607,Denmark,+055:+009,0.25,0.25,0.0,12,28
2317674,Denmark,+054:+009,0.34782608695652173,0.6666666666666666,0.3188405797101449,4,8
2319819,Denmark,+055:+009,0.21052631578947367,0.2702702702702703,0.05974395448079661,18,19
2321822,Denmark,+055:+009,0.3783783783783784,0.5128205128205128,0.13444213444213438,23,16
2323171,France,+043:+000,0.4642857142857143,0.4067796610169492,-0.05750605326876512,31,28
2323456,Denmark,+055:+009,0.43243243243243246,0.43243243243243246,0.0,15,22
2324242,Denmark,+055:+009,0.4,0.4,0.0,14,21
2326003,Denmark,+054:+009,0.2857142857142857,0.3157894736842105,0.03007518796992481,5,14
2329859,Denmark,+054:+009,0.20689655172413793,0.36363636363636365,0.15673981191222572,10,12
2330073,Denmark,+055:+009,0.35294117647058826,0.2222222222222222,-0.13071895424836605,17,19
2332775,France,+046:+000,0.45,0.47368421052631576,0.023684210526315752,19,19
2335581,France,+046:+000,0.2962962962962963,0.5,0.20370370370370372,10,18
2338021,Denmark,+054:+009,0.5833333333333334,0.6666666666666666,0.08333333333333326,10,11
2338910,Denmark,+055:+009,0.5333333333333333,0.5853658536585366,0.052032520325203224,22,19
2340562,Denmark,+055:+009,0.125,0.17142857142857143,0.04642857142857143,15,20
2340619,Denmark,+055:+009,0.2857142857142857,0.375,0.0892857142857143,12,20
2343129,Denmark,+055:+009,0.0625,0.25,0.1875,15,17
2344044,France,+044:-001,0.5,0.6666666666666666,0.16666666666666663,9,12
2344437,Denmark,+055:+009,0.4864864864864865,0.48484848484848486,-0.0016380016380016515,14,19
2345434,Denmark,+055:+009,0.2631578947368421,0.29411764705882354,0.03095975232198145,15,19
2346781,Denmark,+054:+009,0.3125,0.48,0.16749999999999998,10,15
2349317,Denmark,+055:+009,0.5454545454545454,0.5517241379310345,0.006269592476489061,13,16
2350194,Denmark,+055:+009,0.3684210526315789,0.3783783783783784,0.009957325746799472,13,24
2354212,Denmark,+054:+009,0.24,0.23076923076923078,-0.009230769230769209,10,16
2354673,Denmark,+054:+009,0.3157894736842105,0.4,0.08421052631578951,3,12
2355333,Italy,+042:+015,0.0,0.0,0.0,3,13
2357216,Denmark,+054:+009,0.42424242424242425,0.4666666666666667,0.04242424242424242,11,19
2362015,Denmark,+055:+009,0.23529411764705882,0.3333333333333333,0.0980392156862745,14,22
2362297,France,+043:+007,0.13636363636363635,0.3181818181818182,0.18181818181818182,25,19
2362353,Denmark,+055:+009,0.47368421052631576,0.4,-0.07368421052631574,15,25
2363029,Denmark,+055:+009,0.46511627906976744,0.5,0.034883720930232565,15,21
2364767,Denmark,+055:+009,0.3684210526315789,0.45,0.08157894736842108,15,25
2365703,Denmark,+055:+009,0.391304347826087,0.47619047619047616,0.08488612836438919,19,23
2367227,Denmark,+055:+009,0.38095238095238093,0.36363636363636365,-0.017316017316017285,18,26
2368285,Denmark,+055:+009,0.12244897959183673,0.12244897959183673,0.0,25,24
2369503,Denmark,+055:+009,0.3684210526315789,0.5454545454545454,0.1770334928229665,17,27
2375965,Italy,+046:+013,0.3157894736842105,0.2978723404255319,-0.017917133258678608,14,33
2376246,Denmark,+054:+009,0.34782608695652173,0.4074074074074074,0.059581320450885655,27,27
2379224,Denmark,+055:+009,0.4864864864864865,0.4,-0.08648648648648649,19,16
2380244,Denmark,+055:+009,0.34782608695652173,0.4,0.05217391304347829,8,12
2380649,Denmark,+054:+009,0.35714285714285715,0.41379310344827586,0.056650246305418706,10,19
2382165,France,+044:+006,0.2,0.40816326530612246,0.20816326530612245,16,33
2384541,France,+044:-001,0.3333333333333333,0.3,-0.033333333333333326,7,13
2385481,Denmark,+055:+009,0.2857142857142857,0.25,-0.0357142857142857,10,14
2385765,France,+044:+000,0.19047619047619047,0.375,0.18452380952380953,4,12
2393292,Denmark,+055:+009,0.2,0.17777777777777778,-0.022222222222222227,18,27
2393672,Denmark,+055:+009,0.46153846153846156,0.42105263157894735,-0.04048582995951422,18,20
2395706,Denmark,+055:+009,0.34285714285714286,0.2962962962962963,-0.04656084656084658,13,14
2399762,Denmark,+055:+009,0.41379310344827586,0.37037037037037035,-0.043422733077905507,7,20
2402570,Denmark,+055:+009,0.38095238095238093,0.5714285714285714,0.19047619047619047,5,9
2402667,Denmark,+055:+009,0.37209302325581395,0.2926829268292683,-0.07941009642654567,18,23
2403812,Denmark,+055:+009,0.6666666666666666,0.5882352941176471,-0.07843137254901955,8,9
2403820,Denmark,+054:+009,0.3076923076923077,0.19047619047619047,-0.11721611721611724,8,13
2406309,France,+043:+007,0.038461538461538464,0.06557377049180328,0.02711223203026482,29,32
2406677,Denmark,+054:+009,0.14814814814814814,0.6363636363636364,0.4882154882154882,9,13
2408689,Denmark,+055:+009,0.3076923076923077,0.2727272727272727,-0.034965034965035,13,9
2409523,Denmark,+054:+009,0.13793103448275862,0.30303030303030304,0.16509926854754442,10,23
2410620,Denmark,+054:+009,0.17647058823529413,0.38461538461538464,0.2081447963800905,8,18
2411343,Austria,+047:+011,0.3,0.36363636363636365,0.06363636363636366,48,40
2412663,Denmark,+055:+009,0.3225806451612903,0.5384615384615384,0.21588089330024812,10,16
2412918,France,+044:+006,0.06451612903225806,0.09090909090909091,0.02639296187683285,9,35
2412929,Denmark,+055:+009,0.44,0.34782608695652173,-0.09217391304347827,25,21
2414073,Denmark,+055:+009,0.45714285714285713,0.4666666666666667,0.009523809523809545,11,19
2415536,Denmark,+055:+009,0.3157894736842105,0.3783783783783784,0.06258890469416789,14,23
2418731,Denmark,+055:+009,0.5142857142857142,0.5128205128205128,-0.00146520146520146,14,25
2425703,Denmark,+055:+009,0.2608695652173913,0.47058823529411764,0.20971867007672634,6,11
2427294,Denmark,+055:+009,0.41379310344827586,0.43478260869565216,0.020989505247376306,12,11
2428890,Denmark,+055:+009,0.2777777777777778,0.3225806451612903,0.044802867383512524,10,21
2429072,Denmark,+054:+009,0.3684210526315789,0.6857142857142857,0.3172932330827068,18,17
2429444,Denmark,+055:+009,0.1702127659574468,0.16666666666666666,-0.003546099290780147,27,21
2430180,Denmark,+055:+009,0.5625,0.6153846153846154,0.05288461538461542,11,15
2431881,Denmark,+055:+009,0.6190476190476191,0.6341463414634146,0.015098722415795574,19,22
2433775,Denmark,+055:+009,0.24,0.3076923076923077,0.06769230769230772,8,18
2435676,France,+044:+000,0.4782608695652174,0.3829787234042553,-0.09528214616096209,25,22
2435735,France,+043:+000,0.5853658536585366,0.6521739130434783,0.06680805938494172,18,28
2438236,France,+044:+006,0.2926829268292683,0.3508771929824561,0.058194266153187846,17,40
2439342,Denmark,+055:+009,0.26666666666666666,0.375,0.10833333333333334,9,23
2442286,France,+043:+007,0.4,0.5106382978723404,0.11063829787234036,25,22
2442622,Denmark,+054:+009,0.2857142857142857,0.35294117647058826,0.06722689075630256,3,14
2442965,Denmark,+055:+009,0.08,0.14814814814814814,0.06814814814814814,5,22
2444779,Denmark,+055:+009,0.43902439024390244,0.46511627906976744,0.026091888825864995,17,26
2444934,Denmark,+054:+009,0.24,0.35714285714285715,0.11714285714285716,7,21
2445059,Denmark,+055:+009,0.42424242424242425,0.5384615384615384,0.11421911421911418,11,15
2445409,Denmark,+055:+009,0.3783783783783784,0.42105263157894735,0.042674253200568946,16,22
2446919,Italy,+042:+015,0.1951219512195122,0.2702702702702703,0.07514831905075808,22,15
2447610,Germany,+054:+009,0.5185185185185185,0.5714285714285714,0.05291005291005291,10,11
2449046,Poland,+054:+017,0.6363636363636364,0.5,-0.13636363636363635,23,29
2449155,Denmark,+055:+009,0.4,0.41379310344827586,0.013793103448275834,13,16
2449484,Denmark,+055:+009,0.25,0.32,0.07,9,16
2449504,Denmark,+055:+009,0.15,0.32432432432432434,0.17432432432432435,23,14
2450076,France,+044:+000,0.32558139534883723,0.36363636363636365,0.038054968287526414,20,24
2451849,Denmark,+055:+009,0.17647058823529413,0.17647058823529413,0.0,11,23
2452703,Denmark,+054:+009,0.4,0.5714285714285714,0.17142857142857137,10,11
2453119,Denmark,+054:+009,0.0851063829787234,0.3902439024390244,0.305137519460301,24,17
2455637,Denmark,+054:+009,0.2,0.2222222222222222,0.0222222222222222,17,19
2456927,Italy,+037:+013,0.2857142857142857,0.0,-0.2857142857142857,5,15
2457407,Denmark,+055:+009,0.45161290322580644,0.4827586206896552,0.031145717463848754,13,16
2457556,France,+043:+007,0.0,0.0,0.0,6,37
2458415,Denmark,+055:+009,0.17647058823529413,0.18181818181818182,0.005347593582887694,14,19
2458987,Denmark,+055:+009,0.42105263157894735,0.4,-0.021052631578947323,5,10
2459029,Denmark,+055:+009,0.4666666666666667,0.5806451612903226,0.11397849462365595,15,16
2459942,Denmark,+055:+009,0.2857142857142857,0.4,0.11428571428571432,22,18
2461244,Denmark,+055:+009,0.3157894736842105,0.26666666666666666,-0.049122807017543846,16,14
2461374,Slovenia,+046:+013,0.047619047619047616,0.08333333333333333,0.03571428571428571,11,37
2469216,Denmark,+055:+009,0.27906976744186046,0.3111111111111111,0.032041343669250655,21,24
2471307,Denmark,+054:+009,0.06451612903225806,0.06060606060606061,-0.003910068426197455,10,23
2473678,Denmark,+055:+009,0.3582089552238806,0.3333333333333333,-0.02487562189054726,48,18
2474376,Denmark,+054:+009,0.2222222222222222,0.2222222222222222,0.0,13,23
