surveyId,country,spatial_block,matched_v27_f1,v29_f1,delta_f1,true_cardinality,predicted_cardinality
851876,Denmark,+054:+009,0.4864864864864865,0.3181818181818182,-0.16830466830466834,15,29
852259,Denmark,+054:+009,0.358974358974359,0.2564102564102564,-0.10256410256410259,17,22
853644,Denmark,+054:+009,0.21428571428571427,0.30303030303030304,0.08874458874458876,9,24
854991,France,+043:+007,0.1568627450980392,0.16129032258064516,0.004427577482605943,22,40
856466,Denmark,+054:+009,0.07692307692307693,0.2727272727272727,0.19580419580419578,4,18
857393,Denmark,+055:+009,0.4090909090909091,0.34782608695652173,-0.06126482213438739,21,25
864564,Denmark,+055:+009,0.16666666666666666,0.43243243243243246,0.2657657657657658,20,17
865010,Denmark,+055:+009,0.6470588235294118,0.625,-0.022058823529411797,14,18
870218,Denmark,+055:+009,0.3157894736842105,0.42105263157894735,0.10526315789473684,16,22
876414,Italy,+042:+015,0.21052631578947367,0.25,0.03947368421052633,18,22
876931,Denmark,+054:+009,0.375,0.4375,0.0625,11,21
880354,Denmark,+054:+009,0.3783783783783784,0.3333333333333333,-0.045045045045045085,13,17
881439,Denmark,+055:+009,0.5,0.5142857142857142,0.014285714285714235,15,20
887319,France,+044:-001,0.5384615384615384,0.64,0.10153846153846158,10,15
887999,Denmark,+055:+009,0.40816326530612246,0.27906976744186046,-0.129093497864262,30,13
890268,Denmark,+055:+009,0.5,0.46153846153846156,-0.038461538461538436,9,17
893427,Germany,+054:+009,0.5217391304347826,0.47619047619047616,-0.04554865424430643,7,14
894130,Denmark,+055:+009,0.5641025641025641,0.47058823529411764,-0.09351432880844646,19,15
897232,Denmark,+055:+009,0.10526315789473684,0.1111111111111111,0.005847953216374269,6,12
898102,Denmark,+055:+009,0.5142857142857142,0.375,-0.13928571428571423,12,20
899000,Denmark,+054:+009,0.0,0.0,0.0,7,17
905482,Denmark,+055:+009,0.3684210526315789,0.35294117647058826,-0.015479876160990669,16,18
906446,France,+046:+006,0.5538461538461539,0.6842105263157895,0.13036437246963561,36,40
908547,Denmark,+054:+009,0.08,0.07142857142857142,-0.008571428571428577,7,21
912844,Denmark,+055:+009,0.38461538461538464,0.4166666666666667,0.03205128205128205,9,15
913002,Denmark,+055:+009,0.4888888888888889,0.5945945945945946,0.10570570570570575,21,16
917564,France,+043:+000,0.4583333333333333,0.46153846153846156,0.0032051282051282493,28,24
919004,Denmark,+055:+009,0.38461538461538464,0.4166666666666667,0.03205128205128205,10,14
919576,Denmark,+055:+009,0.5,0.5714285714285714,0.0714285714285714,13,15
919769,Poland,+052:+019,0.27586206896551724,0.417910447761194,0.14204837879567678,29,38
919976,Denmark,+055:+009,0.5384615384615384,0.5,-0.038461538461538436,26,22
920515,Slovenia,+046:+013,0.23529411764705882,0.14814814814814814,-0.08714596949891068,15,12
921300,Denmark,+055:+009,0.375,0.4827586206896552,0.1077586206896552,8,21
921454,Denmark,+055:+009,0.13793103448275862,0.15384615384615385,0.015915119363395236,11,15
922073,France,+043:+000,0.631578947368421,0.5853658536585366,-0.04621309370988447,16,25
926288,Denmark,+055:+009,0.5625,0.5714285714285714,0.008928571428571397,14,14
930457,Denmark,+054:+009,0.4444444444444444,0.45714285714285713,0.012698412698412709,15,20
931485,Slovenia,+046:+013,0.18604651162790697,0.1568627450980392,-0.02918376652986776,11,40
933299,Denmark,+055:+009,0.07142857142857142,0.15384615384615385,0.08241758241758243,6,20
936192,Denmark,+055:+009,0.7027027027027027,0.6857142857142857,-0.01698841698841702,20,15
937738,Denmark,+055:+009,0.06451612903225806,0.125,0.06048387096774194,8,24
938232,France,+043:+007,0.24615384615384617,0.21052631578947367,-0.035627530364372495,41,35
942315,Denmark,+055:+009,0.3157894736842105,0.41025641025641024,0.09446693657219973,14,25
942962,Denmark,+055:+009,0.3333333333333333,0.36363636363636365,0.03030303030303033,12,21
944385,Denmark,+055:+009,0.3076923076923077,0.25806451612903225,-0.04962779156327546,8,23
950485,Denmark,+054:+009,0.35714285714285715,0.42857142857142855,0.0714285714285714,13,15
952185,Denmark,+054:+009,0.17142857142857143,0.17647058823529413,0.005042016806722699,12,22
952651,Denmark,+055:+009,0.5517241379310345,0.5454545454545454,-0.006269592476489061,11,11
952799,Denmark,+054:+009,0.5625,0.5714285714285714,0.008928571428571397,14,14
953467,Denmark,+055:+009,0.46511627906976744,0.5777777777777777,0.11266149870801029,24,21
955270,Denmark,+055:+009,0.3137254901960784,0.4642857142857143,0.15056022408963587,31,25
955785,Denmark,+055:+009,0.5116279069767442,0.43243243243243246,-0.07919547454431175,22,15
955956,Denmark,+055:+009,0.47058823529411764,0.5714285714285714,0.10084033613445376,4,10
956076,Denmark,+054:+009,0.3333333333333333,0.47619047619047616,0.14285714285714285,7,14
961490,France,+044:+006,0.5333333333333333,0.45614035087719296,-0.07719298245614037,23,34
961606,Denmark,+055:+009,0.4230769230769231,0.3333333333333333,-0.08974358974358976,33,15
963114,Denmark,+055:+009,0.2702702702702703,0.32,0.04972972972972972,15,10
965392,Denmark,+054:+009,0.5263157894736842,0.6153846153846154,0.08906882591093124,5,8
965854,Denmark,+055:+009,0.4230769230769231,0.5,0.07692307692307693,26,22
967935,Denmark,+055:+009,0.34146341463414637,0.3076923076923077,-0.03377110694183866,14,25
968373,Denmark,+055:+009,0.2916666666666667,0.20833333333333334,-0.08333333333333334,24,24
968507,Denmark,+055:+009,0.45,0.34146341463414637,-0.10853658536585364,17,24
969152,Denmark,+055:+009,0.0975609756097561,0.10256410256410256,0.00500312695434646,22,17
969231,Denmark,+055:+009,0.3333333333333333,0.3870967741935484,0.05376344086021506,10,21
971316,Norway,+059:+010,0.125,0.13043478260869565,0.0054347826086956486,7,39
974630,Italy,+042:+015,0.09090909090909091,0.1111111111111111,0.020202020202020193,3,15
976839,Denmark,+055:+009,0.22727272727272727,0.15789473684210525,-0.06937799043062201,21,17
978161,France,+043:+000,0.4864864864864865,0.5128205128205128,0.02633402633402626,13,26
978464,Denmark,+055:+009,0.3783783783783784,0.4,0.021621621621621623,20,10
979560,France,+044:+006,0.35,0.5116279069767442,0.16162790697674423,16,27
983768,Denmark,+054:+009,0.3448275862068966,0.6206896551724138,0.27586206896551724,13,16
984448,Denmark,+054:+009,0.42857142857142855,0.2857142857142857,-0.14285714285714285,12,16
985104,Denmark,+054:+009,0.1935483870967742,0.35714285714285715,0.16359447004608296,12,16
985216,Germany,+054:+009,0.5,0.625,0.125,6,10
985811,Denmark,+055:+009,0.36065573770491804,0.3157894736842105,-0.044866264020707536,39,18
988009,France,+044:-001,0.5833333333333334,0.7777777777777778,0.19444444444444442,8,10
988033,Slovenia,+046:+013,0.0,0.0,0.0,11,40
989958,Denmark,+055:+009,0.26666666666666666,0.27906976744186046,0.012403100775193798,25,18
990856,Denmark,+055:+009,0.375,0.43478260869565216,0.05978260869565216,27,19
